        Res  : IGHV1-8*01          IGHD4-23*01         IGHJ5*01            

S3766   Pred : IGHV1-69-2*01       IGHD3-10*02         IGHJ6*03            
        Res  : IGHV1-69-2*01       IGHD3-10*02         IGHJ6*03            

S3767   Pred : IGHV1-18*03         IGHD2-8*01          IGHJ1*01            
        Res  : IGHV1-18*01         IGHD2-21*01         IGHJ1*01            

S3768   Pred : IGHV1-58*02         IGHD3-9*01          IGHJ1*01            
        Res  : IGHV1-58*02         IGHD3-9*01          IGHJ1*01            

S3769   Pred : IGHV1-58*01         IGHD6-19*01         IGHJ5*02            
        Res  : IGHV1-58*01         IGHD6-19*01         IGHJ5*02            

S3770   Pred : IGHV3-43*01         IGHD3-9*01          IGHJ6*01            
        Res  : IGHV3-43*01         IGHD3-9*01          IGHJ6*01            

S3771   Pred : IGHV3-20*01         IGHD3-16*01         IGHJ4*03            
        Res  : IGHV3-20*01         IGHD6-13*01         IGHJ4*03            

S3772   Pred : IGHV3/OR15-7*05     No genes            IGHJ2*01            
        Res  : IGHV3/OR15-7*03     IGHD6-25*01         IGHJ2*01            

S3773   Pred : IGHV4-38-2*01       IGHD3-10*01         IGHJ1*01            
        Res  : IGHV4-38-2*01       IGHD3-10*01         IGHJ1*01            

S3774   Pred : IGHV7-4-1*05        No genes            IGHJ2*01            
        Res  : IGHV7-4-1*01        IGHD7-27*01         IGHJ2*01            

S3775   Pred : IGHV7-81*01         No genes            IGHJ2*01            
        Res  : IGHV7-81*01         IGHD1-14*01         IGHJ2*01            

S3776   Pred : IGHV4-30-2*04       No genes            IGHJ4*01            
        Res  : IGHV4-30-2*04       IGHD4-11*01         IGHJ4*01            

S3777   Pred : IGHV1-8*01          IGHD5-12*01         IGHJ5*02            
        Res  : IGHV1-8*01          IGHD5-12*01         IGHJ5*02            

S3778   Pred : IGHV3-7*03          IGHD5/OR15-5b*01    IGHJ1*01            
        Res  : IGHV3-7*01          IGHD2-21*02         IGHJ1*01            

S3779   Pred : IGHV5-51*04         No genes            IGHJ6*03            
        Res  : IGHV5-51*03         IGHD6-13*01         IGHJ6*03            

S3780   Pred : IGHV3-NL1*01        IGHD5/OR15-5a*01    IGHJ2*01            
        Res  : IGHV3-NL1*01        IGHD5/OR15-5a*01    IGHJ2*01            

S3781   Pred : IGHV3/OR16-12*01    IGHD4-17*01         IGHJ2*01            
        Res  : IGHV3/OR16-12*01    IGHD4-23*01         IGHJ2*01            

S3782   Pred : IGHV1-8*01          IGHD6-6*01          IGHJ6*04            
        Res  : IGHV1-8*01          IGHD6-6*01          IGHJ6*04            

S3783   Pred : IGHV4/OR15-8*03     IGHD1/OR15-1a*01    IGHJ2*01            
        Res  : IGHV4/OR15-8*03     IGHD1-7*01          IGHJ2*01            

S3784   Pred : IGHV3-43D*01        IGHD2-2*03          IGHJ5*01            
        Res  : IGHV3-43D*01        IGHD2-2*01          IGHJ5*01            

S3785   Pred : IGHV3-9*03          IGHD2-2*03          IGHJ4*03            
        Res  : IGHV3-9*01          IGHD2-2*03          IGHJ4*03            

S3786   Pred : IGHV1/OR15-5*02     IGHD3/OR15-3b*01    IGHJ6*03            
        Res  : IGHV1/OR15-5*02     IGHD3/OR15-3a*01    IGHJ6*03            

S3787   Pred : IGHV3-33*01         IGHD3-16*02         IGHJ6*04            
        Res  : IGHV3-33*03         IGHD5-18*01         IGHJ6*04            

S3788   Pred : IGHV1-69*06         IGHD3/OR15-3b*01    IGHJ4*01            
        Res  : IGHV1-69*06         IGHD4-17*01         IGHJ4*01            

S3789   Pred : IGHV3-43D*01        IGHD4-4*01          IGHJ2*01            
        Res  : IGHV3-43D*01        IGHD4-11*01         IGHJ2*01            

S3790   Pred : IGHV6-1*01          IGHD6-6*01          IGHJ2*01            
        Res  : IGHV6-1*02          IGHD6-6*01          IGHJ2*01            

S3791   Pred : IGHV4-31*09         IGHD4-23*01         IGHJ2*01            
        Res  : IGHV4-31*01         IGHD4-17*01         IGHJ2*01            

S3792   Pred : IGHV3-16*02         IGHD2-15*01         IGHJ6*01            
        Res  : IGHV3-16*02         IGHD2-15*01         IGHJ6*01            

S3793   Pred : IGHV4-38-2*01       IGHD2/OR15-2a*01    IGHJ2*01            
        Res  : IGHV4-38-2*01       IGHD4-17*01         IGHJ2*01            

S3794   Pred : IGHV1-45*02         IGHD1-26*01         IGHJ5*01            
        Res  : IGHV1-45*01         IGHD1-26*01         IGHJ5*01            

S3795   Pred : IGHV6-1*02          IGHD1-26*01         IGHJ1*01            
        Res  : IGHV6-1*02          IGHD1-26*01         IGHJ1*01            

S3796   Pred : IGHV1-69*05         IGHD4-23*01         IGHJ2*01            
        Res  : IGHV1-69*14         IGHD4-23*01         IGHJ2*01            

S3797   Pred : IGHV3-NL1*01        No genes            IGHJ2*01            
        Res  : IGHV3-NL1*01        IGHD5-24*01         IGHJ2*01            

S3798   Pred : IGHV3/OR16-9*01     IGHD4-23*01         IGHJ3*02            
        Res  : IGHV3/OR16-9*01     IGHD4-23*01         IGHJ3*02            

S3799   Pred : IGHV3/OR16-9*01     IGHD3/OR15-3a*01    IGHJ4*01            
        Res  : IGHV3/OR16-9*01     IGHD3/OR15-3a*01    IGHJ4*01            

S3800   Pred : IGHV3-20*01         IGHD6-13*01         IGHJ6*04            
        Res  : IGHV3-20*01         IGHD6-13*01         IGHJ6*04            

S3801   Pred : IGHV4-61*05         IGHD3-3*01          IGHJ4*02            
        Res  : IGHV4-61*05         IGHD3-3*01          IGHJ4*02            

S3802   Pred : IGHV3/OR15-7*02     IGHD1-1*01          IGHJ4*01            
        Res  : IGHV3/OR15-7*02     IGHD1-20*01         IGHJ4*01            

S3803   Pred : IGHV2-70D*14        IGHD1-7*01          IGHJ1*01            
        Res  : IGHV2-70D*14        IGHD1-1*01          IGHJ1*01            

S3804   Pred : IGHV5-51*02         IGHD6-6*01          IGHJ5*02            
        Res  : IGHV5-51*02         IGHD6-6*01          IGHJ5*02            

S3805   Pred : IGHV7-81*01         IGHD1-1*01          IGHJ3*02            
        Res  : IGHV7-81*01         IGHD1-20*01         IGHJ3*02            

S3806   Pred : IGHV4-30-2*06       IGHD6-25*01         IGHJ5*01            
        Res  : IGHV4-30-2*06       IGHD7-27*01         IGHJ5*01            

S3807   Pred : IGHV3-74*01         No genes            IGHJ3*01            
        Res  : IGHV3-74*01         IGHD1/OR15-1a*01    IGHJ3*02            

S3808   Pred : IGHV3-49*04         IGHD6-25*01         IGHJ1*01            
        Res  : IGHV3-49*04         IGHD6-13*01         IGHJ1*01            

S3809   Pred : IGHV2-70*12         No genes            IGHJ5*01            
        Res  : IGHV2-70*12         IGHD6-25*01         IGHJ5*01            

S3810   Pred : IGHV3-73*01         IGHD6-19*01         IGHJ5*01            
        Res  : IGHV3-73*01         IGHD6-19*01         IGHJ5*01            

S3811   Pred : IGHV3-7*02          IGHD4-23*01         IGHJ2*01            
        Res  : IGHV3-7*02          IGHD4-23*01         IGHJ2*01            

S3812   Pred : IGHV3-30-3*02       IGHD1-1*01          IGHJ5*02            
        Res  : IGHV3-30-3*02       IGHD1-1*01          IGHJ5*02            

S3813   Pred : IGHV3-30*16         IGHD1-1*01          IGHJ5*01            
        Res  : IGHV3-30*16         IGHD1-1*01          IGHJ5*01            

S3814   Pred : IGHV3/OR16-9*01     No genes            IGHJ5*02            
        Res  : IGHV3/OR16-9*01     IGHD2-8*02          IGHJ5*02            

S3815   Pred : IGHV3/OR16-8*01     IGHD6-6*01          IGHJ4*02            
        Res  : IGHV3/OR16-8*01     IGHD6-6*01          IGHJ4*02            

S3816   Pred : IGHV2-26*01         IGHD2/OR15-2b*01    IGHJ3*01            
        Res  : IGHV2-26*01         IGHD2/OR15-2a*01    IGHJ3*01            

S3817   Pred : IGHV3-43*02         No genes            IGHJ3*01            
        Res  : IGHV3-43*02         IGHD3-10*02         IGHJ3*01            

S3818   Pred : IGHV2/OR16-5*01     IGHD3/OR15-3a*01    IGHJ1*01            
        Res  : IGHV2/OR16-5*01     IGHD1-14*01         IGHJ1*01            

S3819   Pred : IGHV3-35*01         IGHD3-10*01         IGHJ1*01            
        Res  : IGHV3-35*01         IGHD3-10*01         IGHJ1*01            

S3820   Pred : IGHV3-20*02         IGHD4/OR15-4a*01    IGHJ3*02            
        Res  : IGHV3-20*02         IGHD4-17*01         IGHJ3*02            

S3821   Pred : IGHV3/OR16-13*01    IGHD5/OR15-5b*01    IGHJ1*01            
        Res  : IGHV3/OR16-13*01    IGHD5/OR15-5a*01    IGHJ1*01            

S3822   Pred : IGHV1-24*01         No genes            IGHJ4*02            
        Res  : IGHV1-24*01         IGHD5-18*01         IGHJ4*02            

S3823   Pred : IGHV3-66*03         IGHD3-9*01          IGHJ5*01            
        Res  : IGHV3-66*03         IGHD3-9*01          IGHJ5*01            

S3824   Pred : IGHV3/OR16-9*01     IGHD1-20*01         IGHJ2*01            
        Res  : IGHV3/OR16-9*01     IGHD1-7*01          IGHJ2*01            

S3825   Pred : IGHV4-38-2*02       IGHD6-13*01         IGHJ2*01            
        Res  : IGHV4-38-2*02       IGHD5/OR15-5a*01    IGHJ2*01            

S3826   Pred : IGHV3-9*03          No genes            IGHJ5*01            
        Res  : IGHV3-9*01          IGHD6-19*01         IGHJ4*01            

S3827   Pred : IGHV3-38*02         IGHD5-18*01         IGHJ3*01            
        Res  : IGHV3-38*02         IGHD5-18*01         IGHJ3*01            

S3828   Pred : IGHV3-16*02         IGHD1-26*01         IGHJ1*01            
        Res  : IGHV3-16*02         IGHD1-26*01         IGHJ1*01            

S3829   Pred : IGHV3-66*02         IGHD1/OR15-1b*01    IGHJ4*01            
        Res  : IGHV3-66*02         IGHD6-13*01         IGHJ4*01            

S3830   Pred : IGHV2-70*10         IGHD1-7*01          IGHJ5*02            
        Res  : IGHV2-70*10         IGHD1/OR15-1a*01    IGHJ5*02            

S3831   Pred : IGHV3-35*01         IGHD5-24*01         IGHJ1*01            
        Res  : IGHV3-35*01         IGHD5-24*01         IGHJ1*01            

S3832   Pred : IGHV3-43D*01        IGHD3-10*01         IGHJ6*01            
        Res  : IGHV3-43D*01        IGHD3-10*01         IGHJ6*01            

S3833   Pred : IGHV4-38-2*01       IGHD3-22*01         IGHJ2*01            
        Res  : IGHV4-38-2*01       IGHD3-22*01         IGHJ2*01            

S3834   Pred : IGHV4-59*04         IGHD3-16*02         IGHJ6*01            
        Res  : IGHV4-59*04         IGHD6-25*01         IGHJ6*01            

S3835   Pred : IGHV1-24*01         IGHD2-8*01          IGHJ4*02            
        Res  : IGHV1-24*01         IGHD2-8*01          IGHJ4*02            

S3836   Pred : IGHV5-51*01         IGHD5-12*01         IGHJ4*03            
        Res  : IGHV5-51*01         IGHD5-12*01         IGHJ4*03            

S3837   Pred : IGHV3-33*05         No genes            IGHJ4*02            
        Res  : IGHV3-33*05         IGHD4-11*01         IGHJ4*02            

S3838   Pred : IGHV3-7*01          No genes            IGHJ2*01            
        Res  : IGHV3-7*03          IGHD1-7*01          IGHJ2*01            

S3839   Pred : IGHV3/OR16-8*02     IGHD5/OR15-5b*01    IGHJ1*01            
        Res  : IGHV3/OR16-8*02     IGHD5/OR15-5a*01    IGHJ1*01            

S3840   Pred : IGHV1-3*01          IGHD4/OR15-4b*01    IGHJ1*01            
        Res  : IGHV1-3*01          IGHD4/OR15-4a*01    IGHJ1*01            

S3841   Pred : IGHV5-10-1*03       IGHD1/OR15-1a*01    IGHJ2*01            
        Res  : IGHV5-10-1*03       IGHD1-20*01         IGHJ2*01            

S3842   Pred : IGHV1-8*02          IGHD3-3*02          IGHJ3*01            
        Res  : IGHV1-8*02          IGHD3-3*02          IGHJ3*01            

S3843   Pred : IGHV7-4-1*01        IGHD3-22*01         IGHJ1*01            
        Res  : IGHV7-4-1*04        IGHD3-22*01         IGHJ1*01            

S3844   Pred : IGHV3-30*03         IGHD3-9*01          IGHJ5*02            
        Res  : IGHV3-30*18         IGHD3-9*01          IGHJ5*02            

S3845   Pred : IGHV4-34*06         IGHD3-3*01          IGHJ5*01            
        Res  : IGHV4-34*01         IGHD7-27*01         IGHJ5*01            

S3846   Pred : IGHV2-70*07         IGHD4-23*01         IGHJ4*02            
        Res  : IGHV2-70*07         IGHD1/OR15-1a*01    IGHJ4*02            

S3847   Pred : IGHV3-43*01         IGHD2/OR15-2b*01    IGHJ5*02            
        Res  : IGHV3-43*01         IGHD2/OR15-2a*01    IGHJ5*02            

S3848   Pred : IGHV4-31*02         No genes            IGHJ2*01            
        Res  : IGHV4-31*02         IGHD6-6*01          IGHJ2*01            

S3849   Pred : IGHV1-3*01          IGHD3-16*01         IGHJ5*02            
        Res  : IGHV1-3*01          IGHD3-16*01         IGHJ5*02            

S3850   Pred : IGHV1-46*01         IGHD1-14*01         IGHJ6*04            
        Res  : IGHV1-46*03         IGHD4-23*01         IGHJ6*04            

S3851   Pred : IGHV1-69*03         IGHD2-8*02          IGHJ2*01            
        Res  : IGHV1-69D*01        IGHD6-6*01          IGHJ2*01            

S3852   Pred : IGHV3-64D*06        IGHD4/OR15-4a*01    IGHJ4*01            
        Res  : IGHV3-64D*06        IGHD4/OR15-4a*01    IGHJ4*01            

S3853   Pred : IGHV1-2*04          IGHD3-16*01         IGHJ5*01            
        Res  : IGHV1-2*04          IGHD3-16*01         IGHJ5*01            

S3854   Pred : IGHV3-30*04         IGHD3/OR15-3b*01    IGHJ3*02            
        Res  : IGHV3-30-3*03       IGHD3/OR15-3a*01    IGHJ3*02            

S3855   Pred : IGHV3-11*03         IGHD4-23*01         IGHJ3*02            
        Res  : IGHV3-11*03         IGHD4-23*01         IGHJ3*02            

S3856   Pred : IGHV3-20*01         IGHD2-8*01          IGHJ5*02            
        Res  : IGHV3-20*01         IGHD2-8*01          IGHJ5*02            

S3857   Pred : IGHV3-25*04         IGHD2-15*01         IGHJ2*01            
        Res  : IGHV3-25*04         IGHD2-15*01         IGHJ2*01            

S3858   Pred : IGHV4-30-4*02       No genes            IGHJ2*01            
        Res  : IGHV4-30-4*02       IGHD4/OR15-4a*01    IGHJ2*01            

S3859   Pred : IGHV3-16*01         IGHD6-25*01         IGHJ5*01            
        Res  : IGHV3-16*01         IGHD6-19*01         IGHJ5*01            

S3860   Pred : IGHV4-34*05         IGHD2/OR15-2b*01    IGHJ1*01            
        Res  : IGHV4-34*05         IGHD2/OR15-2a*01    IGHJ1*01            

S3861   Pred : IGHV2-5*02          No genes            IGHJ5*02            
        Res  : IGHV2-5*02          IGHD6-6*01          IGHJ4*02            

S3862   Pred : IGHV3/OR15-7*01     IGHD5-12*01         IGHJ2*01            
        Res  : IGHV3/OR15-7*01     IGHD5-12*01         IGHJ2*01            

S3863   Pred : IGHV3-30*05         IGHD4/OR15-4a*01    IGHJ5*02            
        Res  : IGHV3-30*13         IGHD1-1*01          IGHJ5*02            

S3864   Pred : IGHV2-5*01          IGHD3-16*01         IGHJ6*04            
        Res  : IGHV2-5*01          IGHD3-16*01         IGHJ6*04            

S3865   Pred : IGHV3-23*03         IGHD3-3*01          IGHJ6*04            
        Res  : IGHV3-23*03         IGHD3-3*01          IGHJ6*04            

S3866   Pred : IGHV1-46*03         No genes            IGHJ3*02            
        Res  : IGHV1-46*01         IGHD5/OR15-5a*01    IGHJ3*02            

S3867   Pred : IGHV3-7*03          No genes            IGHJ1*01            
        Res  : IGHV3-7*01          IGHD1/OR15-1a*01    IGHJ1*01            

S3868   Pred : IGHV3-20*02         IGHD3-3*01          IGHJ5*02            
        Res  : IGHV3-20*02         IGHD3-3*01          IGHJ5*02            

S3869   Pred : IGHV3-73*01         IGHD2-2*02          IGHJ3*01            
        Res  : IGHV3-73*01         IGHD4-11*01         IGHJ3*01            

S3870   Pred : IGHV3-38*03         IGHD1-1*01          IGHJ5*02            
        Res  : IGHV3-38*03         IGHD7-27*01         IGHJ5*02            

S3871   Pred : IGHV3-33*01         IGHD3/OR15-3b*01    IGHJ6*03            
        Res  : IGHV3-33*06         IGHD3/OR15-3a*01    IGHJ6*03            

S3872   Pred : IGHV1/OR15-1*01     IGHD3-22*01         IGHJ3*02            
        Res  : IGHV1/OR15-1*01     IGHD3-22*01         IGHJ3*02            

S3873   Pred : IGHV3-30*06         IGHD5-12*01         IGHJ2*01            
        Res  : IGHV3-30*06         IGHD5-12*01         IGHJ2*01            

S3874   Pred : IGHV3-21*02         IGHD3/OR15-3a*01    IGHJ5*02            
        Res  : IGHV3-21*02         IGHD3/OR15-3a*01    IGHJ5*02            

S3875   Pred : IGHV1/OR15-1*03     IGHD4-11*01         IGHJ3*02            
        Res  : IGHV1/OR15-1*04     IGHD5/OR15-5a*01    IGHJ3*02            

S3876   Pred : IGHV1/OR21-1*01     IGHD3-3*02          IGHJ3*01            
        Res  : IGHV1/OR21-1*01     IGHD3-3*02          IGHJ3*01            

S3877   Pred : IGHV1-45*02         IGHD3-3*02          IGHJ1*01            
        Res  : IGHV1-45*02         IGHD3-3*02          IGHJ1*01            

S3878   Pred : IGHV2-70D*04        No genes            IGHJ2*01            
        Res  : IGHV2-70D*04        IGHD7-27*01         IGHJ2*01            

S3879   Pred : IGHV3-30*01         IGHD2-2*01          IGHJ6*03            
        Res  : IGHV3-30*01         IGHD2-2*01          IGHJ6*03            

S3880   Pred : IGHV3-49*05         IGHD6-25*01         IGHJ5*02            
        Res  : IGHV3-49*05         IGHD7-27*01         IGHJ5*02            

S3881   Pred : IGHV3/OR16-12*01    IGHD3-3*02          IGHJ6*04            
        Res  : IGHV3/OR16-12*01    IGHD3/OR15-3a*01    IGHJ6*04            

S3882   Pred : IGHV4-39*05         IGHD2-21*02         IGHJ3*01            
        Res  : IGHV4-39*05         IGHD6-19*01         IGHJ3*01            

S3883   Pred : IGHV3-35*01         IGHD4/OR15-4b*01    IGHJ6*03            
        Res  : IGHV3-35*01         IGHD1/OR15-1a*01    IGHJ6*03            

S3884   Pred : IGHV3-9*03          IGHD1-7*01          IGHJ6*04            
        Res  : IGHV3-9*03          IGHD1-20*01         IGHJ6*04            

S3885   Pred : IGHV3-30*13         IGHD1/OR15-1b*01    IGHJ1*01            
        Res  : IGHV3-30*13         IGHD1/OR15-1a*01    IGHJ1*01            

S3886   Pred : IGHV1-3*02          IGHD4-17*01         IGHJ5*01            
        Res  : IGHV1-3*02          IGHD4-11*01         IGHJ5*01            

S3887   Pred : IGHV5-10-1*03       IGHD6-25*01         IGHJ2*01            
        Res  : IGHV5-10-1*03       IGHD6-13*01         IGHJ2*01            

S3888   Pred : IGHV1-2*04          IGHD3-10*01         IGHJ6*02            
        Res  : IGHV1-2*04          IGHD3-10*01         IGHJ6*02            

S3889   Pred : IGHV3-30*11         IGHD6-13*01         IGHJ5*02            
        Res  : IGHV3-30*11         IGHD6-13*01         IGHJ5*02            

S3890   Pred : IGHV1-45*02         IGHD6-13*01         IGHJ3*02            
        Res  : IGHV1-45*02         IGHD6-25*01         IGHJ3*02            

S3891   Pred : IGHV3-7*03          IGHD1/OR15-1b*01    IGHJ2*01            
        Res  : IGHV3-7*01          IGHD1/OR15-1a*01    IGHJ2*01            

S3892   Pred : IGHV2/OR16-5*01     No genes            IGHJ5*01            
        Res  : IGHV2/OR16-5*01     IGHD1/OR15-1a*01    IGHJ5*01            

S3893   Pred : IGHV1-3*02          IGHD3/OR15-3a*01    IGHJ4*02            
        Res  : IGHV1-3*02          IGHD3/OR15-3a*01    IGHJ4*02            

S3894   Pred : IGHV3-13*02         No genes            IGHJ2*01            
        Res  : IGHV3-13*02         IGHD5-18*01         IGHJ2*01            

S3895   Pred : IGHV3-9*03          No genes            IGHJ2*01            
        Res  : IGHV3-9*03          IGHD7-27*01         IGHJ2*01            

S3896   Pred : IGHV1-46*01         IGHD3-16*02         IGHJ4*03            
        Res  : IGHV1-46*03         IGHD3-16*02         IGHJ4*03            

S3897   Pred : IGHV3/OR16-8*02     IGHD5-18*01         IGHJ3*02            
        Res  : IGHV3/OR16-8*02     IGHD5-18*01         IGHJ3*02            

S3898   Pred : IGHV1-18*04         IGHD2-21*02         IGHJ3*02            
        Res  : IGHV1-18*04         IGHD2-21*02         IGHJ3*02            

S3899   Pred : IGHV3-73*02         IGHD3-22*01         IGHJ4*01            
        Res  : IGHV3-73*02         IGHD3-22*01         IGHJ4*01            

S3900   Pred : IGHV3-NL1*01        IGHD4-4*01          IGHJ1*01            
        Res  : IGHV3-NL1*01        IGHD4-11*01         IGHJ1*01            

S3901   Pred : IGHV3/OR15-7*05     IGHD3-16*02         IGHJ5*02            
        Res  : IGHV3/OR15-7*05     IGHD4-11*01         IGHJ5*02            

S3902   Pred : IGHV3-23*04         No genes            IGHJ4*03            
        Res  : IGHV3-23*04         IGHD1-7*01          IGHJ4*03            

S3903   Pred : IGHV3-23D*01        IGHD2-2*02          IGHJ3*01            
        Res  : IGHV3-23*01         IGHD2-2*02          IGHJ3*01            

S3904   Pred : IGHV3/OR16-9*01     IGHD3-22*01         IGHJ2*01            
        Res  : IGHV3/OR16-9*01     IGHD4-11*01         IGHJ2*01            

S3905   Pred : IGHV3-64*05         IGHD2/OR15-2a*01    IGHJ2*01            
        Res  : IGHV3-64*05         IGHD2/OR15-2a*01    IGHJ2*01            

S3906   Pred : IGHV3-35*01         IGHD2-8*01          IGHJ3*01            
        Res  : IGHV3-35*01         IGHD6-25*01         IGHJ3*01            

S3907   Pred : IGHV3-38*02         IGHD2-21*02         IGHJ3*02            
        Res  : IGHV3-38*02         IGHD4-11*01         IGHJ3*02            

S3908   Pred : IGHV3-64D*06        IGHD4-4*01          IGHJ1*01            
        Res  : IGHV3-64D*06        IGHD4-11*01         IGHJ1*01            

S3909   Pred : IGHV3-15*02         IGHD3-10*02         IGHJ6*01            
        Res  : IGHV3-15*02         IGHD3-10*02         IGHJ6*01            

S3910   Pred : IGHV3/OR16-6*02     IGHD3/OR15-3b*01    IGHJ4*02            
        Res  : IGHV3/OR16-6*02     IGHD3/OR15-3a*01    IGHJ4*02            

S3911   Pred : IGHV4-39*01         IGHD5-12*01         IGHJ1*01            
        Res  : IGHV4-39*07         IGHD5-12*01         IGHJ1*01            

S3912   Pred : IGHV6-1*02          IGHD4/OR15-4a*01    IGHJ5*01            
        Res  : IGHV6-1*02          IGHD4/OR15-4a*01    IGHJ5*01            

S3913   Pred : IGHV3-9*02          IGHD3-3*02          IGHJ2*01            
        Res  : IGHV3-9*02          IGHD3-3*02          IGHJ2*01            

S3914   Pred : IGHV3-43*01         IGHD5/OR15-5a*01    IGHJ3*02            
        Res  : IGHV3-43*01         IGHD5/OR15-5a*01    IGHJ3*02            

S3915   Pred : IGHV1-69*05         IGHD3/OR15-3b*01    IGHJ6*02            
        Res  : IGHV1-69D*01        IGHD3/OR15-3a*01    IGHJ6*02            

S3916   Pred : IGHV1-18*02         IGHD3-10*02         IGHJ1*01            
        Res  : IGHV1-18*04         IGHD7-27*01         IGHJ1*01            

S3917   Pred : IGHV3-73*01         IGHD3-10*02         IGHJ3*01            
        Res  : IGHV3-73*01         IGHD6-19*01         IGHJ3*01            

S3918   Pred : IGHV4/OR15-8*01     IGHD5-12*01         IGHJ4*03            
        Res  : IGHV4/OR15-8*01     IGHD5-12*01         IGHJ4*03            

S3919   Pred : IGHV4-28*06         No genes            IGHJ5*01            
        Res  : IGHV4-28*06         IGHD4-23*01         IGHJ5*01            

S3920   Pred : IGHV4/OR15-8*02     IGHD6-13*01         IGHJ5*01            
        Res  : IGHV4/OR15-8*02     IGHD6-25*01         IGHJ5*01            

S3921   Pred : IGHV3-13*04         No genes            IGHJ4*02            
        Res  : IGHV3-13*04         IGHD4/OR15-4a*01    IGHJ4*02            

S3922   Pred : IGHV2/OR16-5*01     IGHD2/OR15-2a*01    IGHJ5*01            
        Res  : IGHV2/OR16-5*01     IGHD2/OR15-2a*01    IGHJ5*01            

S3923   Pred : IGHV3-7*01          IGHD2/OR15-2a*01    IGHJ3*01            
        Res  : IGHV3-7*03          IGHD2/OR15-2a*01    IGHJ3*01            

S3924   Pred : IGHV3-38*02         IGHD1-7*01          IGHJ5*01            
        Res  : IGHV3-38*03         IGHD1-7*01          IGHJ5*01            

S3925   Pred : IGHV1-69-2*01       IGHD3-3*02          IGHJ3*01            
        Res  : IGHV1-69-2*01       IGHD4/OR15-4a*01    IGHJ3*01            

S3926   Pred : IGHV4-30-2*06       IGHD3-22*01         IGHJ4*01            
        Res  : IGHV4-30-2*06       IGHD3-22*01         IGHJ4*01            

S3927   Pred : IGHV2-70D*04        IGHD3-22*01         IGHJ3*01            
        Res  : IGHV2-70D*04        IGHD3-22*01         IGHJ3*01            

S3928   Pred : IGHV3/OR16-13*01    IGHD3-9*01          IGHJ5*01            
        Res  : IGHV3/OR16-13*01    IGHD3-9*01          IGHJ5*01            

S3929   Pred : IGHV3-43*02         No genes            IGHJ1*01            
        Res  : IGHV3-43*02         IGHD1-1*01          IGHJ1*01            

S3930   Pred : IGHV3-43D*01        IGHD2-21*02         IGHJ3*01            
        Res  : IGHV3-43D*01        IGHD2-21*02         IGHJ3*01            

S3931   Pred : IGHV3/OR16-6*02     IGHD2-21*01         IGHJ1*01            
        Res  : IGHV3/OR16-6*02     IGHD2-21*01         IGHJ1*01            

S3932   Pred : IGHV1/OR15-1*01     IGHD2-21*01         IGHJ2*01            
        Res  : IGHV1/OR15-1*04     IGHD2-21*01         IGHJ2*01            

S3933   Pred : IGHV3-15*05         IGHD3/OR15-3b*01    IGHJ4*02            
        Res  : IGHV3-15*05         IGHD3/OR15-3a*01    IGHJ4*02            

S3934   Pred : IGHV3/OR16-12*01    No genes            IGHJ4*03            
        Res  : IGHV3/OR16-12*01    IGHD1-20*01         IGHJ4*03            

S3935   Pred : IGHV1/OR15-1*03     IGHD3/OR15-3a*01    IGHJ6*03            
        Res  : IGHV1/OR15-1*04     IGHD3/OR15-3a*01    IGHJ6*03            

S3936   Pred : IGHV2-70D*14        IGHD5-18*01         IGHJ4*02            
        Res  : IGHV2-70D*14        IGHD5-18*01         IGHJ4*02            

S3937   Pred : IGHV3-43D*01        IGHD3-10*01         IGHJ3*02            
        Res  : IGHV3-43D*01        IGHD3-10*01         IGHJ3*02            

S3938   Pred : IGHV3-11*06         IGHD5/OR15-5a*01    IGHJ5*02            
        Res  : IGHV3-11*06         IGHD5/OR15-5a*01    IGHJ5*02            

S3939   Pred : IGHV3-43D*01        No genes            IGHJ2*01            
        Res  : IGHV3-43D*01        IGHD4-17*01         IGHJ2*01            

S3940   Pred : IGHV1-69*13         No genes            IGHJ1*01            
        Res  : IGHV1-69*13         IGHD7-27*01         IGHJ1*01            

S3941   Pred : IGHV1-24*01         IGHD2/OR15-2b*01    IGHJ2*01            
        Res  : IGHV1-24*01         IGHD2/OR15-2a*01    IGHJ2*01            

S3942   Pred : IGHV3-64D*06        No genes            IGHJ1*01            
        Res  : IGHV3-64D*06        IGHD7-27*01         IGHJ1*01            

S3943   Pred : IGHV1-8*01          IGHD2-8*01          IGHJ2*01            
        Res  : IGHV1-8*01          IGHD5-24*01         IGHJ2*01            

S3944   Pred : IGHV3-7*03          IGHD1-7*01          IGHJ4*03            
        Res  : IGHV3-7*03          IGHD1-7*01          IGHJ4*03            

S3945   Pred : IGHV4-38-2*02       IGHD2-2*03          IGHJ1*01            
        Res  : IGHV4-38-2*02       IGHD2-2*03          IGHJ1*01            

S3946   Pred : IGHV3-15*01         No genes            IGHJ5*02            
        Res  : IGHV3-15*05         IGHD5-24*01         IGHJ4*02            

